"No","タイトル","巻号","章見出し","節見出し","項見出し","開始ページ","参照PDF URL","備考"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜縄文時代＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは66）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","遺跡","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは66）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜弥生時代＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは66）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","遺跡","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは66）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜古墳時代＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは66）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","古墳群","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは66）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","遺跡","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは66）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜古代官道副道＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは66）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","中世","67","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf",""
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜中世開発私領額田郷＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜中世「塩の道」＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜佐竹の乱と額田小野崎氏＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜明応年間の額田小野崎氏の家中＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜石神・額田小野崎氏の合戦＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜額田小野崎昭通と佐竹・江戸氏との戦い＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜額田小野崎昭通、伊達政宗と結ぶ＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜天下統一と佐竹氏の常陸領国化＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜額田小野崎昭通の没落＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜額田城跡＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","本郭","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","惣構え","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","外郭","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜社寺祠堂＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","鹿島八幡神社","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","光圀の八幡潰し","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","毘盧遮那寺","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","文覚伝説","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","大般若経","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","阿弥陀寺","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","小壺出現の奇端","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","鱗勝院","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","引接寺","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","光照寺","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜豊臣期額田宿の景況＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは67）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","近世","76","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf",""
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜額田藩の設置＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜近世額田村の概要＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜額田茶の沿革＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜鈴木市十郎家に嫁いだ万妃は実は光圀の娘だった＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜享保期額田村商業の形成＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜明和元年額田宿の役割＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜享和３年の額田村階層区分＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜寛政４年額田村繰綿営業＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜文化４年の額田での生魚問屋成立＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜文化６年の額田村両庄屋の役割＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜文化期の村方騒動と村方改革＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜天保期の村方騒動と村方改革＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜天保期の額田村分村＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
"新刊","那珂市史","地誌編","Ⅲ 額田地区","１ 額田東郷地区・額田南郷地区・額田北郷地区","＜元治元年天狗諸生の乱と寺門登一郎＞","","https://www.city.naka.lg.jp/data/doc/1745047723_doc_902_0.pdf","目次に個別開始ページの記載なし（親見出しの開始ページは76）"
